src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
100.121.79.73,100.123.225.126,18662,80,6,2026-05-07 10:00:35,679831.0,14883.11065544231,26.477168590429095,14.709538105793941,11.767630484635152,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,39990.05882352941,291988.0,3.0,88108.73733562916,679831.0,292056.0,17.0,75536.77777777778,109555.946081116,387798.0,223179.0,3.0,55399.71428571428,88861.27996202731,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,223064.0,45.0,126080.0,93335.73463934736,291920.0,155155.0,223379.33333333334,55834.5254977201,0.0,0.0,8835.0,5.0,0.0,147250000.0,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,18664,80,6,2026-05-07 10:00:35,666226.0,15187.038632536107,27.01785880466989,15.009921558149937,12.00793724651995,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,39189.76470588235,290330.0,2.0,86937.64050610164,666226.0,290471.0,7.0,74025.11111111111,108309.60030952877,375736.0,189627.0,2.0,53676.57142857143,84756.10262707113,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,189526.0,160.0,124981.0,88278.98058994564,290189.0,185362.0,221651.0,48491.741448072025,0.0,0.0,8835.0,5.0,0.0,169903846.15384614,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,18674,80,6,2026-05-07 10:00:35,692908.0,14602.227135492736,25.977474643098365,14.431930357276869,11.545544285821494,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,40759.294117647056,303632.0,2.0,86912.48499277522,692908.0,303700.0,7.0,76989.77777777778,107325.19687149972,389216.0,214553.0,2.0,55602.28571428572,88339.56425183498,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,175110.0,60.0,92875.75,81964.2596147095,303564.0,14249.0,168753.75,102817.56554056072,0.0,0.0,8835.0,5.0,0.0,128043478.26086956,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14594,80,6,2026-05-07 10:00:35,704666.0,14358.575552105536,25.54401659793434,14.191120332185745,11.352896265748596,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,41450.94117647059,303802.0,2.0,86942.3882055174,704666.0,303877.0,43.0,78296.22222222222,106852.37142356507,400823.0,220094.0,2.0,57260.42857142857,91029.65015996105,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,180175.0,41.0,92278.0,83531.67415118651,303727.0,8847.0,168208.0,104935.16185245058,0.0,0.0,8835.0,5.0,0.0,155000000.0,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14610,80,6,2026-05-07 10:00:35,693385.0,14592.18183260382,25.959603971819405,14.422002206566336,11.53760176525307,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,40787.35294117647,238313.0,3.0,78012.33154402101,693385.0,238389.0,9.0,77042.77777777778,93492.03462538966,455031.0,275964.0,3.0,65004.42857142857,105836.79564021085,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,195411.0,41.0,97480.75,89738.48327327301,238237.0,12526.0,157038.5,86166.84046226832,0.0,0.0,8835.0,5.0,0.0,61783216.78321678,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14624,80,6,2026-05-07 10:00:35,700442.0,14539.39084178276,27.125729182430522,15.704369526670302,11.42135965576022,11,8,813,9371,145.0,66.0,73.9090909090909,22.597081651699042,2522.0,66.0,1171.375,1143.3782114309333,2522,66,536.0,918.8822156924082,844344.5263157894,220,160,20,1,38913.444444444445,272343.0,2.0,85312.22169720808,700442.0,272783.0,6.0,70044.2,104639.40134366213,462568.0,297681.0,2.0,66081.14285714286,110260.55683493994,0,0,0,0,1,0,0,0,0,0,0,0.7272727272727273,536.0,64480,508,269276.0,51.0,113938.0,109644.56573173155,272298.0,19057.0,173368.25,97242.96635843386,0.0,0.0,8835.0,5.0,0.0,144836065.5737705,73.9090909090909,1171.375,0,11,8,813,9371
100.121.79.73,100.123.225.126,14640,80,6,2026-05-07 10:00:35,692425.0,14612.412896703616,25.995595190814893,14.441997328230496,11.553597862584397,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,40730.882352941175,278332.0,3.0,90911.91299396055,692425.0,278835.0,6.0,76936.11111111111,113406.23853841594,431939.0,278425.0,3.0,61705.57142857143,103017.71212183042,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,278290.0,38.0,143756.33333333334,113781.40578124158,278284.0,152951.0,230547.0,55351.96553571216,0.0,0.0,8835.0,5.0,0.0,133863636.36363636,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14642,80,6,2026-05-07 10:00:35,701414.0,14519.242558603051,27.088139101871363,15.682606848451842,11.405532253419521,11,8,813,9371,145.0,66.0,73.9090909090909,22.597081651699042,2522.0,66.0,1171.375,1143.3782114309333,2522,66,536.0,918.8822156924082,844344.5263157894,220,160,20,1,38967.444444444445,274085.0,3.0,86431.99304155726,701414.0,274524.0,7.0,70141.4,106254.21752777627,452425.0,295424.0,3.0,64632.142857142855,108599.86283394202,0,0,0,0,1,0,0,0,0,0,0,0.7272727272727273,536.0,64480,508,271369.0,45.0,110127.75,111555.40565426447,274045.0,9969.0,172341.25,103458.62682825197,0.0,0.0,8835.0,5.0,0.0,160636363.63636363,73.9090909090909,1171.375,0,11,8,813,9371
100.121.79.73,100.123.225.126,14650,80,6,2026-05-07 10:00:35,703123.0,14390.085376242847,25.600072817984902,14.222262676658278,11.377810141326623,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,41360.17647058824,295889.0,2.0,90980.83934041555,703123.0,296311.0,8.0,78124.77777777778,113123.38690884567,462212.0,306315.0,2.0,66030.28571428571,111797.52691069216,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,293272.0,44.0,114074.5,120589.4768823134,295848.0,5036.0,174269.25,109773.47683155298,0.0,0.0,8835.0,5.0,0.0,160636363.63636363,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14656,80,6,2026-05-07 10:00:35,705387.0,14437.464824273768,26.935568702003298,15.594276616949278,11.34129208505402,11,8,813,9371,145.0,66.0,73.9090909090909,22.597081651699042,2522.0,66.0,1171.375,1143.3782114309333,2522,66,536.0,918.8822156924082,844344.5263157894,220,160,20,1,39188.166666666664,295262.0,3.0,88618.97048804567,705387.0,295731.0,9.0,70538.7,109347.11672380757,474370.0,305313.0,3.0,67767.14285714286,113076.58339301172,0,0,0,0,1,0,0,0,0,0,0,0.7272727272727273,536.0,64480,508,295253.0,29.0,117595.0,122781.60244922689,295218.0,6649.0,175327.5,107193.60130740081,0.0,0.0,8835.0,5.0,0.0,147250000.0,73.9090909090909,1171.375,0,11,8,813,9371
100.121.79.73,100.123.225.126,14662,80,6,2026-05-07 10:00:35,723798.0,13979.038350479,24.868816990375766,13.816009439097648,11.052807551278118,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,42576.35294117647,296852.0,3.0,89769.09060141383,723798.0,297275.0,34.0,80422.0,110531.39460804789,501069.0,327974.0,3.0,71581.28571428571,120431.90766773478,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,293446.0,51.0,96826.2,117661.02773713987,296808.0,5861.0,141341.4,116281.60323043365,0.0,0.0,8835.0,5.0,0.0,152327586.20689654,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14670,80,6,2026-05-07 10:00:35,715339.0,14144.34275217764,25.1628947953348,13.979385997408222,11.183508797926578,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,42078.76470588235,313299.0,3.0,93159.49577284389,715339.0,313737.0,9.0,79482.11111111111,116000.28225966085,497421.0,318089.0,3.0,71060.14285714286,118229.63611237796,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,313229.0,50.0,164036.0,128281.97105595158,313259.0,178819.0,236625.33333333334,56476.42434581787,0.0,0.0,8835.0,5.0,0.0,157767857.14285713,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14684,80,6,2026-05-07 10:00:35,730654.0,13847.86780062793,24.635463570992563,13.686368650551424,10.949094920441139,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,42979.64705882353,303038.0,3.0,93401.33380326201,730654.0,303636.0,9.0,81183.77777777778,115861.072300481,509075.0,311578.0,3.0,72725.0,118827.87015198557,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,303029.0,34.0,126260.0,129251.48227970154,302989.0,5258.0,181629.25,109145.39263151468,0.0,0.0,8835.0,5.0,0.0,128043478.26086956,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14688,80,6,2026-05-07 10:00:35,730109.0,14038.999656215716,27.393170060908712,16.43590203654523,10.957268024363485,12,8,879,9371,145.0,66.0,73.25,21.745210200562944,2522.0,66.0,1171.375,1143.3782114309333,2522,66,512.5,901.4544081649387,812620.05,240,160,20,1,38426.78947368421,316874.0,3.0,88206.07501132248,730109.0,317180.0,6.0,66373.54545454546,107730.31867699981,523590.0,343073.0,3.0,74798.57142857143,125935.88532929552,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,512.5,64480,508,316868.0,39.0,128471.75,129543.654258661,316841.0,16896.0,180072.25,107267.39818177516,0.0,0.0,8835.0,5.0,0.0,184062500.0,73.25,1171.375,0,12,8,879,9371
100.121.79.73,100.123.225.126,14690,80,6,2026-05-07 10:00:35,750254.0,13486.099374345222,23.991874751750743,13.328819306528189,10.663055445222552,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,44132.58823529412,275778.0,2.0,92814.45671373475,750254.0,275809.0,33.0,83361.55555555556,114163.95929160745,539514.0,275914.0,2.0,77073.42857142857,121768.72794870156,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,275727.0,31.0,172830.66666666666,122927.9683726296,275747.0,210637.0,243046.33333333334,26581.844447333264,0.0,0.0,8835.0,5.0,0.0,129926470.58823529,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14694,80,6,2026-05-07 10:00:35,744943.0,13670.844614957117,25.50530711745731,14.766230436422653,10.739076681034655,11,8,813,9371,145.0,66.0,73.9090909090909,22.597081651699042,2522.0,66.0,1171.375,1143.3782114309333,2522,66,536.0,918.8822156924082,844344.5263157894,220,160,20,1,41385.72222222222,281285.0,3.0,91880.1190348994,744943.0,281323.0,13.0,74494.3,112953.1790540222,538359.0,281325.0,3.0,76908.42857142857,121638.71639626344,0,0,0,0,1,0,0,0,0,0,0,0.7272727272727273,536.0,64480,508,281243.0,38.0,133392.0,131227.02742385046,281247.0,5473.0,185009.5,106981.17525644407,0.0,0.0,8835.0,5.0,0.0,152327586.20689654,73.9090909090909,1171.375,0,11,8,813,9371
100.121.79.73,100.123.225.126,14708,80,6,2026-05-07 10:00:35,730568.0,13849.497924902267,24.638363574643293,13.687979763690718,10.950383810952575,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,42974.58823529412,267572.0,3.0,92548.70870555539,730568.0,267612.0,22.0,81174.22222222222,114461.17438170685,542830.0,274930.0,3.0,77547.14285714286,122538.60527130515,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,267536.0,40.0,177457.33333333334,125457.98639473783,267532.0,187627.0,239996.66666666666,37047.36014287058,0.0,0.0,8835.0,5.0,0.0,173235294.11764705,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14724,80,6,2026-05-07 10:00:35,731421.0,13923.581630825476,25.9768314007938,15.039218179406936,10.937613221386862,11,8,813,9371,145.0,66.0,73.9090909090909,22.597081651699042,2522.0,66.0,1171.375,1143.3782114309333,2522,66,536.0,918.8822156924082,844344.5263157894,220,160,20,1,40634.5,293707.0,3.0,90755.65355591413,731421.0,293746.0,36.0,73142.1,111706.14409462894,543126.0,293817.0,3.0,77589.42857142857,123121.93477067142,0,0,0,0,1,0,0,0,0,0,0,0.7272727272727273,536.0,64480,508,293653.0,39.0,176911.66666666666,127185.2407195461,293668.0,188167.0,239637.66666666666,43108.61607871705,0.0,0.0,8835.0,5.0,0.0,124436619.71830986,73.9090909090909,1171.375,0,11,8,813,9371
100.121.79.73,100.123.225.126,14740,80,6,2026-05-07 10:00:35,740378.0,13665.992236398164,24.31190554014301,13.506614188968339,10.80529135117467,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,43551.64705882353,316307.0,3.0,95273.80640704557,740378.0,316345.0,7.0,82264.22222222222,118285.32734853726,552594.0,316383.0,3.0,78942.0,126526.39080219025,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,316260.0,38.0,180807.0,133014.39323872686,316269.0,187666.0,243363.66666666666,53893.47979322009,0.0,0.0,8835.0,5.0,0.0,135923076.92307693,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14750,80,6,2026-05-07 10:00:36,721483.0,14023.892454846477,24.948612787827294,13.860340437681831,11.088272350145465,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,42440.17647058824,290072.0,3.0,94024.57453443021,721483.0,290126.0,6.0,80164.77777777778,117045.78524451947,550352.0,290117.0,3.0,78621.71428571429,124477.74690133435,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,290039.0,54.0,183278.33333333334,130148.23419555958,290018.0,171009.0,240268.0,50505.685033139256,0.0,0.0,8835.0,5.0,0.0,180306122.4489796,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14758,80,6,2026-05-07 10:00:36,735848.0,13750.12230786793,24.461573585849255,13.589763103249584,10.871810482599669,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,43285.17647058824,310814.0,3.0,95146.71193801664,735848.0,310856.0,6.0,81760.88888888889,118269.53222988812,542245.0,310891.0,3.0,77463.57142857143,124178.86661569748,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,310765.0,42.0,179346.33333333334,131293.49688473615,310772.0,193487.0,243838.66666666666,49296.0888126251,0.0,0.0,8835.0,5.0,0.0,126214285.71428572,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14774,80,6,2026-05-07 10:00:36,739502.0,13682.180710802675,24.340704960906123,13.522613867170069,10.818091093736054,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,43500.117647058825,336843.0,3.0,96844.330396705,739502.0,336899.0,7.0,82166.88888888889,120695.38689835336,550465.0,336913.0,3.0,78637.85714285714,128531.95992484689,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,336795.0,56.0,137441.5,141683.7422615947,336787.0,7124.0,184658.75,117396.02961423993,0.0,0.0,8835.0,5.0,0.0,135923076.92307693,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14776,80,6,2026-05-07 10:00:36,707828.0,14294.433110868742,25.42990670049786,14.127725944721034,11.302180755776828,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,41636.94117647059,300572.0,3.0,90303.69882625197,707828.0,300629.0,13.0,78647.55555555556,111875.26282040995,527649.0,300607.0,3.0,75378.42857142857,120706.56913932959,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,300536.0,57.0,171069.0,126138.54190003414,300515.0,180045.0,231071.66666666666,50876.552774556396,0.0,0.0,8835.0,5.0,0.0,166698113.20754716,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14790,80,6,2026-05-07 10:00:36,709127.0,14268.248141729198,25.383323438537808,14.101846354743227,11.281477083794583,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,41713.35294117647,259934.0,3.0,87906.88460286439,709127.0,259998.0,15.0,78791.88888888889,108175.3838659388,503372.0,259998.0,3.0,71910.28571428571,113677.61732789325,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,259895.0,64.0,123361.25,120056.29451714516,259870.0,7894.0,174752.0,98269.60362441685,0.0,0.0,8835.0,5.0,0.0,157767857.14285713,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14794,80,6,2026-05-07 10:00:36,670468.0,15090.951395144884,26.84691886861118,14.914954927006212,11.93196394160497,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,39439.294117647056,254194.0,3.0,83198.93399187326,670468.0,254243.0,7.0,74496.44444444444,102412.27420156142,453086.0,254257.99999999997,3.0,64726.57142857143,103289.57012877802,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,254154.0,49.0,111010.25,107852.95475408869,254145.0,10838.0,165319.0,93059.93806950442,0.0,0.0,8835.0,5.0,0.0,157767857.14285713,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14808,80,6,2026-05-07 10:00:36,670826.0,15082.897800621919,26.832591461869395,14.906995256594108,11.925596205275287,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,39460.35294117647,238809.0,2.0,85089.76552541176,670826.0,238864.0,7.0,74536.22222222222,105261.75472155938,439936.0,238844.0,2.0,62848.0,99807.88694716035,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,238780.0,55.0,145615.66666666666,104263.89025395556,238754.0,198047.0,222524.0,17612.01709061174,0.0,0.0,8835.0,5.0,0.0,205465116.27906978,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14810,80,6,2026-05-07 10:00:36,675398.0,15176.23682628613,29.61216941714367,17.7673016502862,11.844867766857467,12,8,879,9371,145.0,66.0,73.25,21.745210200562944,2522.0,66.0,1171.375,1143.3782114309333,2522,66,512.5,901.4544081649387,812620.05,240,160,20,1,35547.26315789474,252212.0,3.0,80898.0165164707,675398.0,252267.00000000003,25.0,61399.818181818184,98745.16386852316,451432.0,252300.00000000003,3.0,64490.28571428572,102736.65556267678,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,512.5,64480,508,251855.0,55.0,145921.0,106604.35722176962,252157.0,185570.0,220521.33333333334,27284.945499100577,0.0,0.0,8835.0,5.0,0.0,23497340.425531916,73.25,1171.375,0,12,8,879,9371
100.121.79.73,100.123.225.126,14814,80,6,2026-05-07 10:00:36,689252.0,14679.681741946342,26.11526698507948,14.508481658377487,11.60678532670199,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,40544.23529411765,259755.0,3.0,87595.09518872108,689252.0,259793.0,12.0,76583.55555555556,108426.55887958972,444098.0,259793.0,3.0,63442.57142857143,102215.91176644122,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,259712.0,38.0,145064.66666666666,108165.99739700498,259717.0,175475.0,226744.66666666666,36744.82227773353,0.0,0.0,8835.0,5.0,0.0,149745762.7118644,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14816,80,6,2026-05-07 10:00:36,685634.0,14853.405752923572,27.71157789724547,16.04354509840527,11.668032798840198,11,8,813,9371,145.0,66.0,73.9090909090909,22.597081651699042,2522.0,66.0,1171.375,1143.3782114309333,2522,66,536.0,918.8822156924082,844344.5263157894,220,160,20,1,38090.77777777778,240618.0,2.0,83219.87706909367,685634.0,240667.0,7.0,68563.4,101956.97366065746,445937.0,240688.0,2.0,63705.28571428572,101084.06455974339,0,0,0,0,1,0,0,0,0,0,0,0.7272727272727273,536.0,64480,508,240585.0,49.0,108668.75,106055.03079150702,240569.0,6146.0,168556.25,96153.01337029172,0.0,0.0,8835.0,5.0,0.0,180306122.4489796,73.9090909090909,1171.375,0,11,8,813,9371
100.121.79.73,100.123.225.126,14822,80,6,2026-05-07 10:00:36,678037.0,14922.48948066256,26.5472238240686,14.74845768003811,11.798766144030488,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,39884.529411764706,238462.0,2.0,84306.33965214748,678037.0,238514.0,40.0,75337.44444444444,103850.09989093908,440153.0,238548.0,2.0,62879.0,99761.26022517099,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,238417.0,52.0,107412.75,105082.53179376437,238410.0,5947.0,166844.75,95362.81278982652,0.0,0.0,8835.0,5.0,0.0,142500000.0,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14828,80,6,2026-05-07 10:00:36,664286.0,15330.746094302754,28.602138235639465,16.559132662738637,12.043005572900828,11,8,813,9371,145.0,66.0,73.9090909090909,22.597081651699042,2522.0,66.0,1171.375,1143.3782114309333,2522,66,536.0,918.8822156924082,844344.5263157894,220,160,20,1,36904.77777777778,244637.0,2.0,82710.09054022876,664286.0,244703.0,5.0,66428.6,101856.59001183968,419604.0,211230.0,2.0,59943.42857142857,94663.35327563541,0,0,0,0,1,0,0,0,0,0,0,0.7272727272727273,536.0,64480,508,211132.0,45.0,139661.66666666666,98733.21782234972,244571.0,207834.0,221177.33333333334,16596.35888447289,0.0,0.0,8835.0,5.0,0.0,163611111.1111111,73.9090909090909,1171.375,0,11,8,813,9371
100.121.79.73,100.123.225.126,14844,80,6,2026-05-07 10:00:36,677626.0,15028.939267383485,28.039065797357246,16.23314335636472,11.805922440992525,11,8,813,9371,145.0,66.0,73.9090909090909,22.597081651699042,2522.0,66.0,1171.375,1143.3782114309333,2522,66,536.0,918.8822156924082,844344.5263157894,220,160,20,1,37645.88888888889,226673.0,3.0,78544.8946165248,677626.0,226722.0,10.0,67762.6,95626.0845190265,451278.0,226736.0,3.0,64468.28571428572,101304.77532210031,0,0,0,0,1,0,0,0,0,0,0,0.7272727272727273,536.0,64480,508,226626.0,49.0,104282.0,101512.84816465352,226624.0,8014.0,160832.25,90036.02092600217,0.0,0.0,8835.0,5.0,0.0,133863636.36363636,73.9090909090909,1171.375,0,11,8,813,9371
100.121.79.73,100.123.225.126,14856,80,6,2026-05-07 10:00:36,673010.0,15033.951947222182,26.745516411346042,14.858620228525579,11.886896182820463,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,39588.82352941176,218791.0,2.0,82481.68611860974,673010.0,218868.0,8.0,74778.88888888889,101231.94218827315,454157.0,236695.0,2.0,64879.57142857143,102584.20763848755,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,217090.0,62.0,111942.5,105174.03816888462,218714.0,13765.0,166609.25,88247.52621001622,0.0,0.0,8835.0,5.0,0.0,140238095.23809522,74.7,1171.375,0,10,8,747,9371
100.121.79.73,100.123.225.126,14862,80,6,2026-05-07 10:00:36,656920.0,15402.17986969494,27.40059672410644,15.222553735614689,12.17804298849175,10,8,747,9371,145.0,66.0,74.7,23.554405108174567,2522.0,66.0,1171.375,1143.3782114309333,2522,66,562.1111111111111,937.1758336672348,878298.5432098765,200,160,20,1,38642.35294117647,230770.0,3.0,82419.41488218957,656920.0,231247.0,6.0,72991.11111111111,101755.64356988258,444683.0,237937.0,3.0,63526.142857142855,100661.95152294716,0,0,0,0,1,0,0,0,0,0,0,0.8,562.1111111111111,64480,508,230764.0,40.0,110978.25,107876.23408882746,230722.0,6997.0,164007.5,91100.6460912874,0.0,0.0,8835.0,5.0,0.0,133863636.36363636,74.7,1171.375,0,10,8,747,9371
